Mod:Item:MetaData, Localized Name
ExtraTiC:CrossbowBody:129, Prometheum Crossbow Body
ExtraTiC:CrossbowBody:130, Quicksilver Crossbow Body
ExtraTiC:CrossbowBody:131, Tartarite Crossbow Body
ExtraTiC:CrossbowBody:132, Desichalkos Crossbow Body
ExtraTiC:CrossbowBody:133, Eximite Crossbow Body
ExtraTiC:CrossbowBody:139, Refined Glowstone Crossbow Body
ExtraTiC:CrossbowBody:140, Osmium Crossbow Body
ExtraTiC:CrossbowBody:141, Pokefennium Crossbow Body
ExtraTiC:CrossbowBody:142, Fairy Crossbow Body
ExtraTiC:CrossbowBody:143, Certus Quartz Crossbow Body
ExtraTiC:CrossbowBody:145, Manasteel Crossbow Body
ExtraTiC:CrossbowBody:146, Terrasteel Crossbow Body
ExtraTiC:CrossbowBody:147, Elementium Crossbow Body
ExtraTiC:CrossbowBody:160, Fiery Crossbow Body
ExtraTiC:CrossbowBody:161, Ironwood Crossbow Body
ExtraTiC:CrossbowBody:162, KnightMetal Crossbow Body
ExtraTiC:CrossbowBody:163, Steelleaf Crossbow Body
ExtraTiC:CrossbowBody:164, Amethyst Crossbow Body
ExtraTiC:CrossbowBody:165, Peridot Crossbow Body
ExtraTiC:CrossbowBody:166, Ruby Crossbow Body
ExtraTiC:CrossbowBody:167, Sapphire Crossbow Body
ExtraTiC:CrossbowBody:171, Dark Steel Crossbow Body
ExtraTiC:CrossbowBody:172, Void Metal Crossbow Body
ExtraTiC:CrossbowBody:173, RedAurum Crossbow Body
ExtraTiC:CrossbowBody:175, HSLA Steel Crossbow Body
ExtraTiC:CrossbowBody:180, Glue Crossbow Body
ExtraTiC:CrossbowBody:185, Bedrockium Crossbow Body
ExtraTiC:CrossbowBody:189, Enderium Crossbow Body
ExtraTiC:CrossbowBody:190, Signalum Crossbow Body
ExtraTiC:CrossbowBody:191, Lumium Crossbow Body
ExtraTiC:CrossbowBody:2000, Constantan Crossbow Body
ExtraTiC:CrossbowBody:100, Angmallen Crossbow Body
ExtraTiC:CrossbowBody:101, Damascus Steel Crossbow Body
ExtraTiC:CrossbowBody:102, Hepatizon Crossbow Body
ExtraTiC:CrossbowBody:103, Brass Crossbow Body
ExtraTiC:CrossbowBody:104, Electrum Crossbow Body
ExtraTiC:CrossbowBody:105, Platinum Crossbow Body
ExtraTiC:CrossbowBody:106, Silver Crossbow Body
ExtraTiC:CrossbowBody:107, Amordrine Crossbow Body
ExtraTiC:CrossbowBody:108, Ceruclase Crossbow Body
ExtraTiC:CrossbowBody:109, Ignatius Crossbow Body
ExtraTiC:CrossbowBody:110, Inolashite Crossbow Body
ExtraTiC:CrossbowBody:111, Kalendrite Crossbow Body
ExtraTiC:CrossbowBody:112, Midasium Crossbow Body
ExtraTiC:CrossbowBody:113, Sanguinite Crossbow Body
ExtraTiC:CrossbowBody:114, Shadow Iron Crossbow Body
ExtraTiC:CrossbowBody:115, Shadow Steel Crossbow Body
ExtraTiC:CrossbowBody:116, Vulcanite Crossbow Body
ExtraTiC:CrossbowBody:117, Vyroxeres Crossbow Body
ExtraTiC:CrossbowBody:118, Adamantine Crossbow Body
ExtraTiC:CrossbowBody:119, Astral Silver Crossbow Body
ExtraTiC:CrossbowBody:120, Atlarus Crossbow Body
ExtraTiC:CrossbowBody:121, Black Steel Crossbow Body
ExtraTiC:CrossbowBody:122, Carmot Crossbow Body
ExtraTiC:CrossbowBody:123, Celenegil Crossbow Body
ExtraTiC:CrossbowBody:124, Deep Iron Crossbow Body
ExtraTiC:CrossbowBody:125, Haderoth Crossbow Body
ExtraTiC:CrossbowBody:126, Mithril Crossbow Body
ExtraTiC:CrossbowBody:127, Orichalcum Crossbow Body
ExtraTiC:Blot:128, Oureclase Bolt
ExtraTiC:Blot:129, Prometheum Bolt
ExtraTiC:Blot:130, Quicksilver Bolt
ExtraTiC:Blot:131, Tartarite Bolt
ExtraTiC:Blot:132, Desichalkos Bolt
ExtraTiC:Blot:133, Eximite Bolt
ExtraTiC:Blot:139, Refined Glowstone Bolt
ExtraTiC:Blot:140, Osmium Bolt
ExtraTiC:Blot:141, Pokefennium Bolt
ExtraTiC:Blot:142, Fairy Bolt
ExtraTiC:Blot:143, Certus Quartz Bolt
ExtraTiC:Blot:145, Manasteel Bolt
ExtraTiC:Blot:146, Terrasteel Bolt
ExtraTiC:Blot:147, Elementium Bolt
ExtraTiC:Blot:160, Fiery Bolt
ExtraTiC:Blot:161, Ironwood Bolt
ExtraTiC:Blot:162, KnightMetal Bolt
ExtraTiC:Blot:163, Steelleaf Bolt
ExtraTiC:Blot:164, Amethyst Bolt
ExtraTiC:Blot:165, Peridot Bolt
ExtraTiC:Blot:166, Ruby Bolt
ExtraTiC:Blot:167, Sapphire Bolt
ExtraTiC:Blot:171, Dark Steel Bolt
ExtraTiC:Blot:172, Void Metal Bolt
ExtraTiC:Blot:173, RedAurum Bolt
ExtraTiC:Blot:175, HSLA Steel Bolt
ExtraTiC:Blot:180, Glue Bolt
ExtraTiC:Blot:185, Bedrockium Bolt
ExtraTiC:Blot:189, Enderium Bolt
ExtraTiC:Blot:190, Signalum Bolt
ExtraTiC:Blot:191, Lumium Bolt
ExtraTiC:Blot:2000, Constantan Bolt
ExtraTiC:Blot:100, Angmallen Bolt
ExtraTiC:Blot:101, Damascus Steel Bolt
ExtraTiC:Blot:102, Hepatizon Bolt
ExtraTiC:Blot:103, Brass Bolt
ExtraTiC:Blot:104, Electrum Bolt
ExtraTiC:Blot:105, Platinum Bolt
ExtraTiC:Blot:106, Silver Bolt
ExtraTiC:Blot:107, Amordrine Bolt
ExtraTiC:Blot:108, Ceruclase Bolt
ExtraTiC:Blot:109, Ignatius Bolt
ExtraTiC:Blot:110, Inolashite Bolt
ExtraTiC:Blot:111, Kalendrite Bolt
ExtraTiC:Blot:112, Midasium Bolt
ExtraTiC:Blot:113, Sanguinite Bolt
ExtraTiC:Blot:114, Shadow Iron Bolt
ExtraTiC:Blot:115, Shadow Steel Bolt
ExtraTiC:Blot:116, Vulcanite Bolt
ExtraTiC:Blot:117, Vyroxeres Bolt
ExtraTiC:Blot:118, Adamantine Bolt
ExtraTiC:Blot:119, Astral Silver Bolt
ExtraTiC:Blot:120, Atlarus Bolt
ExtraTiC:Blot:121, Black Steel Bolt
ExtraTiC:Blot:122, Carmot Bolt
ExtraTiC:Blot:123, Celenegil Bolt
ExtraTiC:Blot:124, Deep Iron Bolt
ExtraTiC:Blot:125, Haderoth Bolt
ExtraTiC:Blot:126, Mithril Bolt
ExtraTiC:Blot:127, Orichalcum Bolt
ExtraTiC:extra.bucket:5, Molten RedAurum Bucket
ExtraTiC:extra.bucket:10, Molten Zinc Bucket
ExtraTiC:extra.bucket:16, Molten Voidmetal Bucket
ExtraTiC:extra.bucket:4, Molten Pokefennium Bucket
ExtraTiC:extra.bucket:9, Molten Dark Steel Bucket
ExtraTiC:extra.bucket:15, Molten Elementium Bucket
ExtraTiC:extra.bucket:3, Molten Osmium Bucket
ExtraTiC:extra.bucket:14, Molten Terrasteel Bucket
ExtraTiC:extra.bucket:19, Molten Bedrockium Bucket
ExtraTiC:extra.bucket:2, Molten Refined Glowstone Bucket
ExtraTiC:extra.bucket:13, Molten Manasteel Bucket
ExtraTiC:extra.bucket:36, Molten Constantan Bucket
ExtraTiC:extra.bucket:1, Molten Fairy Bucket
ExtraTiC:extra.bucket:12, Molten Adamantine Bucket
ExtraTiC:extra.bucket:11, Molten Brass Bucket
IronChest:ironGoldUpgrade, Iron to Gold Chest Upgrade
IronChest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
IronChest:copperSilverUpgrade, Copper to Silver Chest Upgrade
IronChest:silverGoldUpgrade, Silver to Gold Chest Upgrade
IronChest:copperIronUpgrade, Copper to Iron Chest Upgrade
IronChest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
IronChest:woodIronUpgrade, Wood to Iron Chest Upgrade
IronChest:woodCopperUpgrade, Wood to Copper Chest Upgrade
IronChest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
JABBA:upgradeStructural:0, item.upgrade.structural.1.name
JABBA:upgradeStructural:1, item.upgrade.structural.2.name
JABBA:upgradeStructural:2, item.upgrade.structural.3.name
JABBA:upgradeStructural:3, item.upgrade.structural.4.name
JABBA:upgradeStructural:4, item.upgrade.structural.5.name
JABBA:upgradeStructural:5, item.upgrade.structural.6.name
JABBA:upgradeStructural:6, item.upgrade.structural.7.name
JABBA:upgradeCore:0, Storage upgrade
JABBA:upgradeCore:1, BSpace upgrade
JABBA:upgradeCore:2, Redstone upgrade
JABBA:upgradeCore:3, Hopper upgrade
JABBA:upgradeCore:4, Storage upgrade x3
JABBA:upgradeCore:5, Storage upgrade x9
JABBA:upgradeCore:6, Storage upgrade x27
JABBA:upgradeCore:7, Void upgrade
JABBA:upgradeCore:8, Storage upgrade x81
JABBA:upgradeCore:9, Storage upgrade x243
JABBA:upgradeCore:10, Creative upgrade
JABBA:upgradeSide:0, Sticker
JABBA:upgradeSide:1, Hopper facade
JABBA:upgradeSide:2, Redstone facade
JABBA:mover, Dolly
JABBA:moverDiamond, Diamond dolly
JABBA:hammer:0, Barrel Hammer
JABBA:hammer:1, Barrel Hammer(Resonating)
JABBA:hammer:2, Barrel Hammer(Redstone)
JABBA:hammer:3, Barrel Hammer(Hopping)
JABBA:hammer:4, Barrel Hammer(Storage)
JABBA:hammer:5, Barrel Hammer(Structural)
JABBA:hammer:6, Barrel Hammer(Void)
JABBA:hammer:7, Barrel Hammer(Creative)
JABBA:tuningFork, B-Space tuning fork
Mekanism:PartTransmitter:0, Basic Universal Cable
Mekanism:PartTransmitter:1, Advanced Universal Cable
Mekanism:PartTransmitter:2, Elite Universal Cable
Mekanism:PartTransmitter:3, Ultimate Universal Cable
Mekanism:PartTransmitter:4, Basic Mechanical Pipe
Mekanism:PartTransmitter:5, Advanced Mechanical Pipe
Mekanism:PartTransmitter:6, Elite Mechanical Pipe
Mekanism:PartTransmitter:7, Ultimate Mechanical Pipe
Mekanism:PartTransmitter:8, Basic Pressurized Tube
Mekanism:PartTransmitter:9, Advanced Pressurized Tube
Mekanism:PartTransmitter:10, Elite Pressurized Tube
Mekanism:PartTransmitter:11, Ultimate Pressurized Tube
Mekanism:PartTransmitter:12, Basic Logistical Transporter
Mekanism:PartTransmitter:13, Advanced Logistical Transporter
Mekanism:PartTransmitter:14, Elite Logistical Transporter
Mekanism:PartTransmitter:15, Ultimate Logistical Transporter
Mekanism:PartTransmitter:16, Restrictive Transporter
Mekanism:PartTransmitter:17, Diversion Transporter
Mekanism:PartTransmitter:18, Basic Thermodynamic Conductor
Mekanism:PartTransmitter:19, Advanced Thermodynamic Conductor
Mekanism:PartTransmitter:20, Elite Thermodynamic Conductor
Mekanism:PartTransmitter:21, Ultimate Thermodynamic Conductor
Mekanism:ElectricBow, Electric Bow
Mekanism:Dust:0, Iron Dust
Mekanism:Dust:1, Gold Dust
Mekanism:Dust:2, Osmium Dust
Mekanism:Dust:3, Copper Dust
Mekanism:Dust:4, Tin Dust
Mekanism:Dust:5, Silver Dust
Mekanism:Dust:6, Lead Dust
Mekanism:Ingot:0, Refined Obsidian Ingot
Mekanism:Ingot:1, Osmium Ingot
Mekanism:Ingot:2, Bronze Ingot
Mekanism:Ingot:3, Glowstone Ingot
Mekanism:Ingot:4, Steel Ingot
Mekanism:Ingot:5, Copper Ingot
Mekanism:Ingot:6, Tin Ingot
Mekanism:EnergyTablet, Energy Tablet
Mekanism:SpeedUpgrade, Speed Upgrade
Mekanism:EnergyUpgrade, Energy Upgrade
Mekanism:FilterUpgrade, Filter Upgrade
Mekanism:MufflingUpgrade, Muffling Upgrade
Mekanism:GasUpgrade, Gas Upgrade
Mekanism:Robit, Robit
Mekanism:AtomicDisassembler, Atomic Disassembler
Mekanism:EnrichedAlloy, Enriched Alloy
Mekanism:ReinforcedAlloy, Reinforced Alloy
Mekanism:AtomicAlloy, Atomic Alloy
Mekanism:ItemProxy, item.ItemProxy.name
Mekanism:ControlCircuit:0, Basic Control Circuit
Mekanism:ControlCircuit:1, Advanced Control Circuit
Mekanism:ControlCircuit:2, Elite Control Circuit
Mekanism:ControlCircuit:3, Ultimate Control Circuit
Mekanism:EnrichedIron, Enriched Iron
Mekanism:CompressedCarbon, Compressed Carbon
Mekanism:CompressedRedstone, Compressed Redstone
Mekanism:CompressedDiamond, Compressed Diamond
Mekanism:CompressedObsidian, Compressed Obsidian
Mekanism:PortableTeleporter, Portable Teleporter
Mekanism:TeleportationCore, Teleportation Core
Mekanism:Clump:0, Iron Clump
Mekanism:Clump:1, Gold Clump
Mekanism:Clump:2, Osmium Clump
Mekanism:Clump:3, Copper Clump
Mekanism:Clump:4, Tin Clump
Mekanism:Clump:5, Silver Clump
Mekanism:Clump:6, Lead Clump
Mekanism:DirtyDust:0, Dirty Iron Dust
Mekanism:DirtyDust:1, Dirty Gold Dust
Mekanism:DirtyDust:2, Dirty Osmium Dust
Mekanism:DirtyDust:3, Dirty Copper Dust
Mekanism:DirtyDust:4, Dirty Tin Dust
Mekanism:DirtyDust:5, Dirty Silver Dust
Mekanism:DirtyDust:6, Dirty Lead Dust
Mekanism:Configurator, Configurator
Mekanism:NetworkReader, Network Reader
Mekanism:WalkieTalkie, Walkie-Talkie
Mekanism:Jetpack, Jetpack
Mekanism:Dictionary, Dictionary
Mekanism:GasMask, Gas Mask
Mekanism:ScubaTank, Scuba Tank
Mekanism:Balloon:0, §8Black Balloon
Mekanism:Balloon:1, §cRed Balloon
Mekanism:Balloon:2, §2Green Balloon
Mekanism:Balloon:3, §6Brown Balloon
Mekanism:Balloon:4, §1Blue Balloon
Mekanism:Balloon:5, §5Purple Balloon
Mekanism:Balloon:6, §3Cyan Balloon
Mekanism:Balloon:7, §7Light Grey Balloon
Mekanism:Balloon:8, §8Grey Balloon
Mekanism:Balloon:9, §dPink Balloon
Mekanism:Balloon:10, §aLime Balloon
Mekanism:Balloon:11, §eYellow Balloon
Mekanism:Balloon:12, §9Light Blue Balloon
Mekanism:Balloon:13, §dMagenta Balloon
Mekanism:Balloon:14, §6Orange Balloon
Mekanism:Balloon:15, §fWhite Balloon
Mekanism:Shard:0, Iron Shard
Mekanism:Shard:1, Gold Shard
Mekanism:Shard:2, Osmium Shard
Mekanism:Shard:3, Copper Shard
Mekanism:Shard:4, Tin Shard
Mekanism:Shard:5, Silver Shard
Mekanism:Shard:6, Lead Shard
Mekanism:ElectrolyticCore, Electrolytic Core
Mekanism:Sawdust, Sawdust
Mekanism:Salt, Salt
Mekanism:BrineBucket, Brine Bucket
Mekanism:LithiumBucket, Lithium Bucket
Mekanism:HeavyWaterBucket, Heavy Water Bucket
Mekanism:Crystal:0, Iron Crystal
Mekanism:Crystal:1, Gold Crystal
Mekanism:Crystal:2, Osmium Crystal
Mekanism:Crystal:3, Copper Crystal
Mekanism:Crystal:4, Tin Crystal
Mekanism:Crystal:5, Silver Crystal
Mekanism:Crystal:6, Lead Crystal
Mekanism:FreeRunners, Free Runners
Mekanism:ArmoredJetpack, Armored Jetpack
Mekanism:ConfigurationCard, Configuration Card
Mekanism:CraftingFormula, Crafting Formula
Mekanism:SeismicReader, Seismic Reader
Mekanism:Substrate, Substrate
Mekanism:Polyethene:0, HDPE Pellet
Mekanism:Polyethene:1, HDPE Rod
Mekanism:Polyethene:2, HDPE Sheet
Mekanism:Polyethene:3, PlaStick
Mekanism:BioFuel, Bio Fuel
Mekanism:GlowPanel:0, §8Black Glow Panel
Mekanism:GlowPanel:1, §cRed Glow Panel
Mekanism:GlowPanel:2, §2Green Glow Panel
Mekanism:GlowPanel:3, §6Brown Glow Panel
Mekanism:GlowPanel:4, §1Blue Glow Panel
Mekanism:GlowPanel:5, §5Purple Glow Panel
Mekanism:GlowPanel:6, §3Cyan Glow Panel
Mekanism:GlowPanel:7, §7Light Grey Glow Panel
Mekanism:GlowPanel:8, §8Grey Glow Panel
Mekanism:GlowPanel:9, §dPink Glow Panel
Mekanism:GlowPanel:10, §aLime Glow Panel
Mekanism:GlowPanel:11, §eYellow Glow Panel
Mekanism:GlowPanel:12, §9Light Blue Glow Panel
Mekanism:GlowPanel:13, §dMagenta Glow Panel
Mekanism:GlowPanel:14, §6Orange Glow Panel
Mekanism:GlowPanel:15, §fWhite Glow Panel
Mekanism:Flamethrower, Flamethrower
Mekanism:GaugeDropper, Gauge Dropper
Mekanism:FactoryInstaller:0, Basic Tier Installer
Mekanism:FactoryInstaller:1, Advanced Tier Installer
Mekanism:FactoryInstaller:2, Elite Tier Installer
Mekanism:FactoryInstaller:3, Ultimate Tier Installer
Mekanism:OtherDust:0, Diamond Dust
Mekanism:OtherDust:1, Steel Dust
Mekanism:OtherDust:3, Sulfur Dust
Mekanism:OtherDust:4, Lithium Dust
Mekanism:OtherDust:5, Refined Obsidian Dust
Mekanism:OtherDust:6, Obsidian Dust
malisisdoors:item.door_acacia, Acacia Door
malisisdoors:item.door_birch, Birch Door
malisisdoors:item.door_dark_oak, Dark Oak Door
malisisdoors:item.door_jungle, Jungle Door
malisisdoors:item.door_spruce, Spruce Door
malisisdoors:item.wood_sliding_door, Wooden Glass Door
malisisdoors:item.iron_sliding_door, Iron Glass Door
malisisdoors:item.jail_door, Jail Door
malisisdoors:item.laboratory_door, Laboratory Door
malisisdoors:item.factory_door, Factory Door
malisisdoors:item.shoji_door, Shoji Door
malisisdoors:item.curtain_black, Black Curtain
malisisdoors:item.curtain_red, Red Curtain
malisisdoors:item.curtain_green, Green Curtain
malisisdoors:item.curtain_brown, Brown Curtain
malisisdoors:item.curtain_blue, Blue Curtain
malisisdoors:item.curtain_purple, Purple Curtain
malisisdoors:item.curtain_cyan, Cyan Curtain
malisisdoors:item.curtain_silver, SilverCurtain
malisisdoors:item.curtain_gray, Gray Curtain
malisisdoors:item.curtain_pink, Pink Curtain
malisisdoors:item.curtain_lime, Lime Curtain
malisisdoors:item.curtain_yellow, Yellow Curtain
malisisdoors:item.curtain_light_blue, Light Blue Curtain
malisisdoors:item.curtain_magenta, Magenta Curtain
malisisdoors:item.curtain_orange, Orange Curtain
malisisdoors:item.curtain_white, White Curtain
malisisdoors:item.saloon, Saloon Door
malisisdoors:item.custom_door, Custom Door
malisisdoors:item.rustyHandle, Rusty Handle
malisisdoors:item.forcefieldItem, Forcefield Controller
MekanismGenerators:SolarPanel, Solar Panel
MekanismGenerators:Hohlraum, Hohlraum
MekanismGenerators:TurbineBlade, Turbine Blade
MekanismTools:WoodPaxel, Wood Paxel
MekanismTools:StonePaxel, Stone Paxel
MekanismTools:IronPaxel, Iron Paxel
MekanismTools:DiamondPaxel, Diamond Paxel
MekanismTools:GoldPaxel, Gold Paxel
MekanismTools:ObsidianHelmet, Obsidian Helmet
MekanismTools:ObsidianChestplate, Obsidian Chestplate
MekanismTools:ObsidianLeggings, Obsidian Leggings
MekanismTools:ObsidianBoots, Obsidian Boots
MekanismTools:ObsidianPaxel, Obsidian Paxel
MekanismTools:ObsidianPickaxe, Obsidian Pickaxe
MekanismTools:ObsidianAxe, Obsidian Axe
MekanismTools:ObsidianShovel, Obsidian Shovel
MekanismTools:ObsidianHoe, Obsidian Hoe
MekanismTools:ObsidianSword, Obsidian Sword
MekanismTools:LapisLazuliHelmet, Lapis Lazuli Helmet
MekanismTools:LapisLazuliChestplate, Lapis Lazuli Chestplate
MekanismTools:LapisLazuliLeggings, Lapis Lazuli Leggings
MekanismTools:LapisLazuliBoots, Lapis Lazuli Boots
MekanismTools:LapisLazuliPaxel, Lapis Lazuli Paxel
MekanismTools:LapisLazuliPickaxe, Lapis Lazuli Pickaxe
MekanismTools:LapisLazuliAxe, Lapis Lazuli Axe
MekanismTools:LapisLazuliShovel, Lapis Lazuli Shovel
MekanismTools:LapisLazuliHoe, Lapis Lazuli Hoe
MekanismTools:LapisLazuliSword, Lapis Lazuli Sword
MekanismTools:OsmiumHelmet, Osmium Helmet
MekanismTools:OsmiumChestplate, Osmium Chestplate
MekanismTools:OsmiumLeggings, Osmium Leggings
MekanismTools:OsmiumBoots, Osmium Boots
MekanismTools:OsmiumPaxel, Osmium Paxel
MekanismTools:OsmiumPickaxe, Osmium Pickaxe
MekanismTools:OsmiumAxe, Osmium Axe
MekanismTools:OsmiumShovel, Osmium Shovel
MekanismTools:OsmiumHoe, Osmium Hoe
MekanismTools:OsmiumSword, Osmium Sword
MekanismTools:BronzeHelmet, Bronze Helmet
MekanismTools:BronzeChestplate, Bronze Chestplate
MekanismTools:BronzeLeggings, Bronze Leggings
MekanismTools:BronzeBoots, Bronze Boots
MekanismTools:BronzePaxel, Bronze Paxel
MekanismTools:BronzePickaxe, Bronze Pickaxe
MekanismTools:BronzeAxe, Bronze Axe
MekanismTools:BronzeShovel, Bronze Shovel
MekanismTools:BronzeHoe, Bronze Hoe
MekanismTools:BronzeSword, Bronze Sword
MekanismTools:GlowstonePaxel, Glowstone Paxel
MekanismTools:GlowstonePickaxe, Glowstone Pickaxe
MekanismTools:GlowstoneAxe, Glowstone Axe
MekanismTools:GlowstoneShovel, Glowstone Shovel
MekanismTools:GlowstoneHoe, Glowstone Hoe
MekanismTools:GlowstoneSword, Glowstone Sword
MekanismTools:GlowstoneHelmet, Glowstone Helmet
MekanismTools:GlowstoneChestplate, Glowstone Chestplate
MekanismTools:GlowstoneLeggings, Glowstone Leggings
MekanismTools:GlowstoneBoots, Glowstone Boots
MekanismTools:SteelPaxel, Steel Paxel
MekanismTools:SteelPickaxe, Steel Pickaxe
MekanismTools:SteelAxe, Steel Axe
MekanismTools:SteelShovel, Steel Shovel
MekanismTools:SteelHoe, Steel Hoe
MekanismTools:SteelSword, Steel Sword
MekanismTools:SteelHelmet, Steel Helmet
MekanismTools:SteelChestplate, Steel Chestplate
MekanismTools:SteelLeggings, Steel Leggings
MekanismTools:SteelBoots, Steel Boots
OpenBlocks:hangglider, Hang Glider
OpenBlocks:generic:0, Glider Wing
OpenBlocks:generic:1, Beam
OpenBlocks:generic:2, Crane Engine
OpenBlocks:generic:3, Crane Magnet
OpenBlocks:generic:5, Line
OpenBlocks:generic:6, Map Controller Module
OpenBlocks:generic:7, Map Memory Module
OpenBlocks:generic:9, Assistant's base
OpenBlocks:generic:10, Unprepared Stencil
OpenBlocks:generic:11, Sketching Pencil
OpenBlocks:luggage, Luggage
OpenBlocks:sonicglasses, Sonic Glasses
OpenBlocks:pencilGlasses:0, Pencil Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:technicolorGlasses:0, Amazing Technicolor Glasses
OpenBlocks:seriousGlasses:0, Badass Glasses
OpenBlocks:craneControl, Crane Control
OpenBlocks:craneBackpack, Crane Backpack
OpenBlocks:slimalyzer, Slimalyzer
OpenBlocks:filledbucket:0, XP Bucket
OpenBlocks:sleepingBag, Sleeping Bag
OpenBlocks:paintBrush, Paint Brush
OpenBlocks:stencil:0, Stencil
OpenBlocks:stencil:1, Stencil
OpenBlocks:stencil:2, Stencil
OpenBlocks:stencil:3, Stencil
OpenBlocks:stencil:4, Stencil
OpenBlocks:stencil:5, Stencil
OpenBlocks:stencil:6, Stencil
OpenBlocks:stencil:7, Stencil
OpenBlocks:stencil:8, Stencil
OpenBlocks:stencil:9, Stencil
OpenBlocks:stencil:10, Stencil
OpenBlocks:stencil:11, Stencil
OpenBlocks:stencil:12, Stencil
OpenBlocks:stencil:13, Stencil
OpenBlocks:stencil:14, Stencil
OpenBlocks:squeegee:0, Squeegee
OpenBlocks:emptyMap, Empty Map
OpenBlocks:cartographer:0, Cartographer
OpenBlocks:tastyClay, Tasty Clay
OpenBlocks:goldenEye, Golden eye
OpenBlocks:genericUnstackable:0, Pointer
OpenBlocks:cursor, Cursor
OpenBlocks:infoBook, World Domination with OpenBlocks
OpenBlocks:devnull, /dev/null
OpenBlocks:spongeonastick, Sponge
OpenBlocks:pedometer, Pedometer
OpenBlocks:epicEraser, Epic Eraser
OpenBlocks:wrench, Big Metal Bar
OpenComputers:item:27, Arithmetic Logic Unit (ALU)
OpenComputers:item:101, Accelerated Processing Unit (APU) (Tier 1)
OpenComputers:item:102, Accelerated Processing Unit (APU) (Tier 2)
OpenComputers:item:103, Accelerated Processing Unit (APU) (Creative)
OpenComputers:item:18, Grog
OpenComputers:item:0, Analyzer
OpenComputers:item:21, Arrow Keys
OpenComputers:item:20, Button Group
OpenComputers:item:29, Central Processing Unit (CPU) (Tier 1)
OpenComputers:item:42, Central Processing Unit (CPU) (Tier 2)
OpenComputers:item:43, Central Processing Unit (CPU) (Tier 3)
OpenComputers:item:33, Card Base
OpenComputers:item:96, Chamelium
OpenComputers:item:31, Circuit Board
OpenComputers:item:70, Component Bus (Tier 1)
OpenComputers:item:71, Component Bus (Tier 2)
OpenComputers:item:72, Component Bus (Tier 3)
OpenComputers:item:28, Control Unit (CU)
OpenComputers:item:17, Cutting Wire
OpenComputers:item:104, Data Card (Tier 1)
OpenComputers:item:105, Data Card (Tier 2)
OpenComputers:item:106, Data Card (Tier 3)
OpenComputers:item:73, Debug Card
OpenComputers:item:81, Network Debugger
OpenComputers:item:111, Diamond Chip
OpenComputers:item:19, Disk Platter
OpenComputers:item:109, Disk Drive
OpenComputers:item:83, Drone Case (Tier 1)
OpenComputers:item:87, Drone Case (Tier 2)
OpenComputers:item:91, Drone Case (Creative)
OpenComputers:item:4, Floppy Disk
OpenComputers:item:8, Graphics Card (Tier 1)
OpenComputers:item:9, Graphics Card (Tier 2)
OpenComputers:item:10, Graphics Card (Tier 3)
OpenComputers:item:5, Hard Disk Drive (Tier 1) (1MB)
OpenComputers:item:6, Hard Disk Drive (Tier 2) (2MB)
OpenComputers:item:7, Hard Disk Drive (Tier 3) (4MB)
OpenComputers:item:95, Ink Cartridge
OpenComputers:item:94, Ink Cartridge (Empty)
OpenComputers:item:44, Internet Card
OpenComputers:item:48, Interweb
OpenComputers:item:51, Linked Card
OpenComputers:item:98, OpenComputers Manual
OpenComputers:item:1, Memory (Tier 1)
OpenComputers:item:50, Memory (Tier 1.5)
OpenComputers:item:2, Memory (Tier 2)
OpenComputers:item:3, Memory (Tier 2.5)
OpenComputers:item:38, Memory (Tier 3)
OpenComputers:item:39, Memory (Tier 3.5)
OpenComputers:item:24, Microchip (Tier 1)
OpenComputers:item:25, Microchip (Tier 2)
OpenComputers:item:26, Microchip (Tier 3)
OpenComputers:item:82, Microcontroller Case (Tier 1)
OpenComputers:item:86, Microcontroller Case (Tier 2)
OpenComputers:item:90, Microcontroller Case (Creative)
OpenComputers:item:107, Nanomachines
OpenComputers:item:11, Network Card
OpenComputers:item:22, Numeric Keypad
OpenComputers:item:32, Printed Circuit Board (PCB)
OpenComputers:item:30, Raw Circuit Board
OpenComputers:item:66, Redstone Card (Tier 1)
OpenComputers:item:45, Server (Tier 1)
OpenComputers:item:46, Server (Tier 2)
OpenComputers:item:40, Server (Tier 3)
OpenComputers:item:69, Server (Creative)
OpenComputers:item:74, Tablet Case (Tier 1)
